"Tuberculosis incidence (per 100,000 people)"
"HDI Rank (2018)","Country","2000","","2005","","2010","","2011","","2012","","2013","","2014","","2015","","2016","","2017",""
"170","Afghanistan","190.0","","189.0","","189.0","","189.0","","189.0","","189.0","","189.0","","189.0","","189.0","","189.0",""
"69","Albania","22.0","","19.0","","17.0","","17.0","","16.0","","19.0","","16.0","","16.0","","16.0","","20.0",""
"82","Algeria","74.0","","80.0","","77.0","","73.0","","73.0","","67.0","","72.0","","74.0","","70.0","","70.0",""
"36","Andorra","21.0","","15.0","","9.5","","4.1","","13.0","","7.1","","8.7","","5.9","","6.0","","1.5",""
"149","Angola","297.0","","368.0","","384.0","","383.0","","380.0","","376.0","","370.0","","366.0","","362.0","","359.0",""
"74","Antigua and Barbuda","5.5","","7.7","","8.5","","7.2","","3.6","","12.0","","3.5","","4.4","","3.4","","1.1",""
"48","Argentina","37.0","","31.0","","20.0","","27.0","","24.0","","24.0","","25.0","","25.0","","27.0","","26.0",""
"81","Armenia","54.0","","92.0","","61.0","","55.0","","53.0","","60.0","","57.0","","50.0","","44.0","","36.0",""
"6","Australia","6.3","","5.9","","6.5","","6.3","","6.6","","6.2","","6.5","","6.1","","6.6","","6.8",""
"20","Austria","17.0","","13.0","","9.1","","9.1","","8.4","","8.4","","7.5","","7.5","","8.2","","7.4",""
"87","Azerbaijan","80.0","","88.0","","104.0","","125.0","","86.0","","78.0","","76.0","","71.0","","66.0","","67.0",""
"60","Bahamas","32.0","","17.0","","9.9","","13.0","","9.9","","10.0","","15.0","","18.0","","26.0","","15.0",""
"45","Bahrain","36.0","","36.0","","23.0","","20.0","","20.0","","18.0","","16.0","","15.0","","12.0","","12.0",""
"135","Bangladesh","221.0","","221.0","","221.0","","221.0","","221.0","","221.0","","221.0","","221.0","","221.0","","221.0",""
"56","Barbados","1.3","","3.9","","2.5","","0.0","","1.6","","1.6","","2.0","","0.0","","1.2","","0.0",""
"50","Belarus","86.0","","69.0","","67.0","","62.0","","63.0","","59.0","","51.0","","50.0","","42.0","","37.0",""
"17","Belgium","14.0","","12.0","","11.0","","10.0","","9.4","","9.3","","9.1","","9.5","","10.0","","9.2",""
"103","Belize","49.0","","41.0","","52.0","","26.0","","29.0","","40.0","","24.0","","25.0","","38.0","","36.0",""
"163","Benin","86.0","","73.0","","68.0","","67.0","","66.0","","64.0","","61.0","","60.0","","59.0","","58.0",""
"134","Bhutan","249.0","","192.0","","225.0","","208.0","","188.0","","176.0","","172.0","","153.0","","178.0","","134.0",""
"114","Bolivia (Plurinational State of)","184.0","","158.0","","135.0","","131.0","","127.0","","123.0","","120.0","","117.0","","114.0","","111.0",""
"75","Bosnia and Herzegovina","82.0","","70.0","","44.0","","46.0","","48.0","","44.0","","42.0","","39.0","","32.0","","27.0",""
"94","Botswana","914.0","","728.0","","518.0","","480.0","","445.0","","414.0","","385.0","","356.0","","326.0","","300.0",""
"79","Brazil","51.0","","50.0","","44.0","","44.0","","44.0","","44.0","","43.0","","42.0","","42.0","","44.0",""
"43","Brunei Darussalam","106.0","","51.0","","70.0","","67.0","","70.0","","60.0","","55.0","","58.0","","66.0","","64.0",""
"52","Bulgaria","52.0","","52.0","","41.0","","37.0","","36.0","","33.0","","32.0","","28.0","","27.0","","25.0",""
"182","Burkina Faso","70.0","","64.0","","58.0","","57.0","","55.0","","54.0","","54.0","","52.0","","51.0","","49.0",""
"185","Burundi","290.0","","195.0","","144.0","","138.0","","133.0","","128.0","","126.0","","122.0","","118.0","","114.0",""
"126","Cabo Verde","160.0","","153.0","","147.0","","145.0","","144.0","","143.0","","138.0","","139.0","","137.0","","134.0",""
"146","Cambodia","575.0","","511.0","","436.0","","423.0","","411.0","","400.0","","390.0","","368.0","","345.0","","326.0",""
"150","Cameroon","309.0","","311.0","","260.0","","251.0","","242.0","","235.0","","220.0","","212.0","","203.0","","194.0",""
"13","Canada","6.4","","5.5","","4.6","","4.8","","5.4","","5.3","","5.1","","5.2","","5.5","","5.5",""
"188","Central African Republic","1070.0","","687.0","","431.0","","402.0","","378.0","","359.0","","375.0","","391.0","","407.0","","423.0",""
"187","Chad","151.0","","151.0","","151.0","","151.0","","151.0","","151.0","","159.0","","152.0","","153.0","","154.0",""
"42","Chile","23.0","","18.0","","16.0","","16.0","","16.0","","16.0","","16.0","","17.0","","16.0","","17.0",""
"85","China","109.0","","92.0","","77.0","","76.0","","74.0","","70.0","","68.0","","66.0","","64.0","","63.0",""
"79","Colombia","36.0","","30.0","","31.0","","32.0","","32.0","","31.0","","30.0","","31.0","","32.0","","33.0",""
"156","Comoros","39.0","","36.0","","33.0","","34.0","","34.0","","34.0","","35.0","","35.0","","35.0","","35.0",""
"138","Congo","356.0","","426.0","","386.0","","383.0","","382.0","","382.0","","381.0","","379.0","","378.0","","376.0",""
"179","Congo (Democratic Republic of the)","327.0","","327.0","","327.0","","327.0","","327.0","","326.0","","325.0","","324.0","","323.0","","322.0",""
"68","Costa Rica","19.0","","16.0","","14.0","","14.0","","13.0","","11.0","","12.0","","11.0","","9.5","","9.7",""
"46","Croatia","42.0","","28.0","","18.0","","17.0","","14.0","","14.0","","13.0","","13.0","","12.0","","10.0",""
"72","Cuba","12.0","","7.9","","8.4","","8.2","","7.4","","7.6","","7.3","","7.0","","6.8","","7.1",""
"31","Cyprus","4.0","","3.8","","6.3","","5.2","","6.4","","4.1","","3.9","","6.2","","5.6","","5.1",""
"26","Czechia","16.0","","11.0","","6.8","","6.2","","6.1","","5.1","","5.1","","5.5","","5.5","","5.4",""
"165","C̫te d'Ivoire","367.0","","267.0","","196.0","","186.0","","178.0","","170.0","","165.0","","159.0","","153.0","","148.0",""
"11","Denmark","13.0","","8.4","","6.9","","7.4","","7.0","","6.7","","5.9","","6.5","","5.9","","5.1",""
"171","Djibouti","692.0","","496.0","","613.0","","532.0","","493.0","","441.0","","304.0","","362.0","","335.0","","269.0",""
"98","Dominica","6.0","","12.0","","13.0","","3.2","","11.0","","4.8","","1.6","","11.0","","7.8","","1.6",""
"89","Dominican Republic","77.0","","68.0","","50.0","","54.0","","52.0","","54.0","","53.0","","53.0","","50.0","","45.0",""
"85","Ecuador","68.0","","40.0","","40.0","","42.0","","44.0","","42.0","","41.0","","39.0","","40.0","","43.0",""
"116","Egypt","26.0","","21.0","","18.0","","17.0","","17.0","","16.0","","15.0","","15.0","","14.0","","13.0",""
"124","El Salvador","32.0","","37.0","","34.0","","38.0","","41.0","","44.0","","44.0","","49.0","","60.0","","72.0",""
"144","Equatorial Guinea","96.0","","106.0","","129.0","","136.0","","144.0","","153.0","","162.0","","172.0","","181.0","","191.0",""
"182","Eritrea","177.0","","149.0","","108.0","","112.0","","114.0","","101.0","","83.0","","70.0","","74.0","","67.0",""
"30","Estonia","65.0","","41.0","","25.0","","25.0","","22.0","","23.0","","21.0","","18.0","","16.0","","15.0",""
"138","Eswatini (Kingdom of)","692.0","","984.0","","1050.0","","851.0","","718.0","","653.0","","539.0","","404.0","","332.0","","308.0",""
"173","Ethiopia","421.0","","341.0","","268.0","","253.0","","239.0","","224.0","","207.0","","192.0","","177.0","","164.0",""
"98","Fiji","22.0","","20.0","","27.0","","31.0","","30.0","","36.0","","53.0","","51.0","","43.0","","49.0",""
"12","Finland","12.0","","7.4","","6.6","","6.7","","5.5","","5.6","","5.3","","5.6","","4.7","","4.9",""
"26","France","12.0","","9.9","","9.2","","9.0","","8.9","","8.9","","8.5","","8.4","","8.7","","9.0",""
"115","Gabon","515.0","","592.0","","559.0","","554.0","","550.0","","546.0","","541.0","","537.0","","533.0","","529.0",""
"174","Gambia","185.0","","191.0","","178.0","","176.0","","175.0","","173.0","","174.0","","174.0","","174.0","","174.0",""
"70","Georgia","254.0","","175.0","","127.0","","122.0","","119.0","","116.0","","106.0","","99.0","","92.0","","86.0",""
"4","Germany","13.0","","8.0","","5.8","","5.8","","5.7","","5.9","","6.1","","8.0","","8.1","","7.5",""
"142","Ghana","216.0","","203.0","","183.0","","178.0","","173.0","","168.0","","165.0","","160.0","","156.0","","152.0",""
"32","Greece","7.3","","7.1","","4.5","","4.6","","5.2","","5.0","","4.9","","4.5","","4.2","","4.5",""
"78","Grenada","0.0","","1.7","","4.4","","2.2","","1.1","","0.6","","0.0","","5.4","","6.4","","3.2",""
"126","Guatemala","31.0","","36.0","","28.0","","25.0","","28.0","","27.0","","25.0","","26.0","","24.0","","25.0",""
"174","Guinea","228.0","","210.0","","186.0","","183.0","","180.0","","177.0","","177.0","","177.0","","176.0","","176.0",""
"178","Guinea-Bissau","305.0","","361.0","","372.0","","376.0","","382.0","","387.0","","369.0","","373.0","","374.0","","374.0",""
"123","Guyana","70.0","","106.0","","119.0","","118.0","","124.0","","112.0","","89.0","","93.0","","93.0","","86.0",""
"169","Haiti","270.0","","272.0","","229.0","","220.0","","213.0","","206.0","","200.0","","194.0","","188.0","","181.0",""
"132","Honduras","123.0","","57.0","","44.0","","48.0","","44.0","","43.0","","40.0","","41.0","","40.0","","38.0",""
"4","Hong Kong, China (SAR)","104.0","","95.0","","81.0","","77.0","","78.0","","76.0","","76.0","","71.0","","69.0","","67.0",""
"43","Hungary","35.0","","21.0","","18.0","","15.0","","14.0","","12.0","","9.4","","10.0","","8.7","","7.7",""
"6","Iceland","5.3","","3.9","","7.9","","2.8","","3.5","","3.9","","2.8","","2.4","","2.1","","4.5",""
"129","India","289.0","","279.0","","247.0","","241.0","","234.0","","228.0","","223.0","","217.0","","211.0","","204.0",""
"111","Indonesia","370.0","","360.0","","342.0","","338.0","","335.0","","332.0","","329.0","","325.0","","322.0","","319.0",""
"65","Iran (Islamic Republic of)","22.0","","16.0","","17.0","","18.0","","18.0","","18.0","","16.0","","16.0","","14.0","","14.0",""
"120","Iraq","50.0","","48.0","","45.0","","45.0","","45.0","","45.0","","43.0","","43.0","","43.0","","42.0",""
"3","Ireland","12.0","","12.0","","9.6","","9.6","","8.4","","8.7","","7.3","","7.2","","7.1","","7.3",""
"22","Israel","10.0","","6.5","","5.3","","6.3","","7.6","","4.5","","5.2","","4.0","","3.5","","3.2",""
"29","Italy","7.0","","7.5","","8.7","","6.6","","6.0","","5.8","","6.7","","6.7","","7.3","","7.4",""
"96","Jamaica","6.0","","4.1","","5.8","","4.6","","4.0","","4.2","","3.8","","4.5","","4.5","","5.1",""
"19","Japan","36.0","","24.0","","20.0","","20.0","","19.0","","18.0","","18.0","","16.0","","16.0","","15.0",""
"102","Jordan","7.5","","8.0","","5.9","","5.4","","5.2","","5.2","","5.5","","5.8","","5.5","","6.8",""
"50","Kazakhstan","166.0","","186.0","","145.0","","135.0","","120.0","","104.0","","91.0","","80.0","","72.0","","66.0",""
"147","Kenya","451.0","","630.0","","531.0","","506.0","","471.0","","443.0","","423.0","","380.0","","348.0","","319.0",""
"132","Kiribati","373.0","","449.0","","348.0","","410.0","","406.0","","469.0","","469.0","","552.0","","566.0","","413.0",""
"..","Korea (Democratic People's Rep. of)","513.0","","513.0","","513.0","","513.0","","513.0","","513.0","","513.0","","513.0","","513.0","","513.0",""
"22","Korea (Republic of)","49.0","","94.0","","95.0","","99.0","","94.0","","89.0","","85.0","","79.0","","77.0","","70.0",""
"57","Kuwait","29.0","","26.0","","37.0","","24.0","","25.0","","22.0","","22.0","","22.0","","24.0","","27.0",""
"122","Kyrgyzstan","244.0","","210.0","","145.0","","141.0","","140.0","","141.0","","142.0","","144.0","","144.0","","144.0",""
"140","Lao People's Democratic Republic","330.0","","270.0","","221.0","","213.0","","204.0","","197.0","","189.0","","182.0","","175.0","","168.0",""
"39","Latvia","96.0","","72.0","","50.0","","47.0","","53.0","","49.0","","42.0","","40.0","","37.0","","32.0",""
"93","Lebanon","20.0","","11.0","","14.0","","12.0","","15.0","","15.0","","14.0","","13.0","","12.0","","12.0",""
"164","Lesotho","992.0","","1280.0","","1120.0","","1050.0","","985.0","","916.0","","852.0","","788.0","","724.0","","665.0",""
"176","Liberia","240.0","","267.0","","293.0","","299.0","","304.0","","308.0","","308.0","","308.0","","308.0","","308.0",""
"110","Libya","40.0","","40.0","","40.0","","40.0","","40.0","","40.0","","40.0","","40.0","","40.0","","40.0",""
"34","Lithuania","87.0","","73.0","","64.0","","65.0","","62.0","","60.0","","58.0","","55.0","","53.0","","50.0",""
"21","Luxembourg","12.0","","9.3","","6.6","","5.5","","9.7","","8.0","","5.0","","6.1","","5.8","","6.3",""
"162","Madagascar","293.0","","262.0","","241.0","","238.0","","236.0","","233.0","","235.0","","236.0","","237.0","","238.0",""
"172","Malawi","392.0","","397.0","","332.0","","312.0","","294.0","","261.0","","227.0","","193.0","","159.0","","131.0",""
"61","Malaysia","75.0","","69.0","","76.0","","80.0","","86.0","","91.0","","92.0","","88.0","","92.0","","93.0",""
"104","Maldives","59.0","","48.0","","33.0","","29.0","","36.0","","36.0","","39.0","","46.0","","49.0","","39.0",""
"184","Mali","77.0","","69.0","","63.0","","62.0","","61.0","","60.0","","58.0","","57.0","","56.0","","55.0",""
"28","Malta","4.6","","6.2","","8.0","","8.2","","11.0","","14.0","","12.0","","8.6","","13.0","","11.0",""
"117","Marshall Islands","81.0","","267.0","","460.0","","331.0","","344.0","","353.0","","336.0","","326.0","","422.0","","480.0",""
"161","Mauritania","250.0","","181.0","","135.0","","128.0","","121.0","","115.0","","111.0","","107.0","","102.0","","97.0",""
"66","Mauritius","17.0","","13.0","","12.0","","11.0","","13.0","","13.0","","13.0","","13.0","","12.0","","12.0",""
"76","Mexico","23.0","","21.0","","21.0","","21.0","","21.0","","21.0","","21.0","","21.0","","22.0","","22.0",""
"135","Micronesia (Federated States of)","106.0","","115.0","","198.0","","179.0","","174.0","","180.0","","226.0","","124.0","","177.0","","165.0",""
"107","Moldova (Republic of)","80.0","","142.0","","116.0","","119.0","","124.0","","127.0","","115.0","","102.0","","101.0","","95.0",""
"..","Monaco","0.0","","1.5","","3.1","","2.4","","1.5","","0.6","","0.0","","0.0","","0.0","","0.0",""
"92","Mongolia","428.0","","428.0","","428.0","","428.0","","428.0","","428.0","","428.0","","428.0","","428.0","","428.0",""
"52","Montenegro","..","","29.0","","20.0","","20.0","","18.0","","22.0","","21.0","","15.0","","16.0","","14.0",""
"121","Morocco","115.0","","99.0","","101.0","","100.0","","99.0","","99.0","","101.0","","101.0","","103.0","","99.0",""
"180","Mozambique","513.0","","523.0","","545.0","","548.0","","551.0","","551.0","","551.0","","551.0","","551.0","","551.0",""
"145","Myanmar","411.0","","403.0","","384.0","","380.0","","376.0","","373.0","","369.0","","365.0","","361.0","","358.0",""
"130","Namibia","711.0","","918.0","","649.0","","610.0","","552.0","","518.0","","480.0","","495.0","","446.0","","423.0",""
"..","Nauru","46.0","","125.0","","34.0","","56.0","","65.0","","75.0","","83.0","","102.0","","101.0","","91.0",""
"147","Nepal","163.0","","163.0","","163.0","","162.0","","161.0","","159.0","","158.0","","156.0","","154.0","","152.0",""
"10","Netherlands","9.0","","7.9","","7.1","","6.7","","6.3","","5.7","","5.5","","5.8","","5.9","","5.2",""
"14","New Zealand","10.0","","9.2","","7.9","","7.9","","7.5","","6.9","","7.5","","7.3","","7.3","","7.5",""
"126","Nicaragua","60.0","","44.0","","53.0","","58.0","","59.0","","58.0","","55.0","","51.0","","48.0","","45.0",""
"189","Niger","191.0","","143.0","","113.0","","109.0","","105.0","","102.0","","98.0","","95.0","","93.0","","90.0",""
"158","Nigeria","219.0","","219.0","","219.0","","219.0","","219.0","","219.0","","219.0","","219.0","","219.0","","219.0",""
"82","North Macedonia","39.0","","36.0","","23.0","","20.0","","21.0","","19.0","","17.0","","17.0","","16.0","","13.0",""
"1","Norway","5.6","","6.9","","6.9","","7.4","","7.9","","8.2","","6.8","","6.3","","6.1","","5.1",""
"47","Oman","16.0","","12.0","","12.0","","12.0","","13.0","","10.0","","10.0","","9.0","","9.0","","6.7",""
"152","Pakistan","275.0","","276.0","","276.0","","276.0","","276.0","","275.0","","270.0","","270.0","","268.0","","267.0",""
"55","Palau","65.0","","58.0","","107.0","","67.0","","22.0","","44.0","","76.0","","76.0","","123.0","","106.0",""
"119","Palestine, State of","3.2","","1.0","","0.9","","1.0","","0.9","","1.1","","1.2","","1.1","","1.0","","1.0",""
"67","Panama","48.0","","61.0","","53.0","","55.0","","50.0","","47.0","","47.0","","52.0","","56.0","","54.0",""
"155","Papua New Guinea","432.0","","432.0","","432.0","","432.0","","432.0","","432.0","","432.0","","432.0","","432.0","","432.0",""
"98","Paraguay","42.0","","43.0","","42.0","","43.0","","44.0","","40.0","","39.0","","41.0","","42.0","","44.0",""
"82","Peru","186.0","","153.0","","132.0","","131.0","","123.0","","122.0","","121.0","","119.0","","117.0","","116.0",""
"106","Philippines","590.0","","539.0","","531.0","","535.0","","539.0","","543.0","","546.0","","550.0","","554.0","","554.0",""
"32","Poland","33.0","","25.0","","21.0","","24.0","","21.0","","21.0","","20.0","","19.0","","18.0","","17.0",""
"40","Portugal","47.0","","36.0","","28.0","","27.0","","27.0","","26.0","","24.0","","23.0","","20.0","","20.0",""
"41","Qatar","54.0","","43.0","","37.0","","33.0","","40.0","","31.0","","23.0","","25.0","","23.0","","26.0",""
"52","Romania","143.0","","140.0","","105.0","","97.0","","92.0","","89.0","","86.0","","82.0","","74.0","","72.0",""
"49","Russian Federation","95.0","","87.0","","86.0","","81.0","","77.0","","73.0","","70.0","","67.0","","64.0","","60.0",""
"157","Rwanda","95.0","","100.0","","82.0","","79.0","","71.0","","64.0","","63.0","","59.0","","61.0","","57.0",""
"73","Saint Kitts and Nevis","0.0","","0.0","","4.5","","2.2","","4.4","","0.0","","15.0","","4.5","","0.0","","2.1",""
"89","Saint Lucia","6.6","","9.8","","6.0","","4.6","","7.2","","5.9","","3.9","","9.1","","1.9","","7.7",""
"94","Saint Vincent and the Grenadines","17.0","","7.4","","16.0","","18.0","","32.0","","3.2","","5.3","","7.4","","6.3","","2.1",""
"111","Samoa","28.0","","15.0","","8.6","","12.0","","13.0","","13.0","","14.0","","11.0","","7.7","","18.0",""
"..","San Marino","4.2","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0","","0.0",""
"137","Sao Tome and Principe","122.0","","153.0","","121.0","","133.0","","110.0","","138.0","","145.0","","159.0","","165.0","","118.0",""
"36","Saudi Arabia","19.0","","17.0","","19.0","","16.0","","15.0","","13.0","","12.0","","12.0","","10.0","","10.0",""
"166","Senegal","155.0","","141.0","","136.0","","136.0","","136.0","","136.0","","134.0","","130.0","","122.0","","122.0",""
"63","Serbia","..","","40.0","","30.0","","28.0","","24.0","","27.0","","24.0","","21.0","","19.0","","19.0",""
"62","Seychelles","28.0","","18.0","","21.0","","26.0","","25.0","","30.0","","16.0","","9.8","","15.0","","19.0",""
"181","Sierra Leone","305.0","","316.0","","317.0","","316.0","","314.0","","313.0","","310.0","","307.0","","304.0","","301.0",""
"9","Singapore","51.0","","35.0","","35.0","","36.0","","50.0","","46.0","","46.0","","45.0","","50.0","","47.0",""
"36","Slovakia","22.0","","15.0","","8.7","","8.0","","6.8","","8.4","","6.8","","6.5","","5.9","","4.8",""
"24","Slovenia","21.0","","15.0","","9.5","","10.0","","7.5","","7.7","","7.9","","7.2","","6.5","","6.2",""
"153","Solomon Islands","91.0","","106.0","","80.0","","92.0","","82.0","","80.0","","75.0","","89.0","","84.0","","76.0",""
"..","Somalia","285.0","","285.0","","286.0","","286.0","","286.0","","285.0","","274.0","","274.0","","270.0","","266.0",""
"113","South Africa","585.0","","932.0","","948.0","","922.0","","892.0","","849.0","","820.0","","759.0","","618.0","","567.0",""
"186","South Sudan","..","","..","","..","","146.0","","146.0","","146.0","","146.0","","146.0","","146.0","","146.0",""
"25","Spain","22.0","","19.0","","17.0","","16.0","","14.0","","13.0","","12.0","","10.0","","12.0","","11.0",""
"71","Sri Lanka","66.0","","66.0","","66.0","","66.0","","66.0","","66.0","","65.0","","65.0","","65.0","","64.0",""
"168","Sudan","128.0","","117.0","","107.0","","105.0","","103.0","","100.0","","94.0","","88.0","","82.0","","77.0",""
"98","Suriname","24.0","","29.0","","46.0","","29.0","","30.0","","32.0","","33.0","","33.0","","26.0","","29.0",""
"8","Sweden","5.4","","6.9","","7.5","","6.5","","7.1","","7.3","","7.5","","9.2","","8.2","","5.7",""
"2","Switzerland","9.3","","8.0","","7.5","","7.6","","6.0","","6.6","","5.9","","7.3","","7.8","","7.2",""
"154","Syrian Arab Republic","39.0","","29.0","","22.0","","22.0","","18.0","","17.0","","23.0","","19.0","","21.0","","19.0",""
"125","Tajikistan","219.0","","196.0","","128.0","","117.0","","108.0","","100.0","","91.0","","86.0","","85.0","","85.0",""
"159","Tanzania (United Republic of)","503.0","","510.0","","426.0","","401.0","","378.0","","336.0","","327.0","","306.0","","287.0","","269.0",""
"77","Thailand","241.0","","224.0","","181.0","","176.0","","172.0","","170.0","","167.0","","163.0","","160.0","","156.0",""
"131","Timor-Leste","..","","498.0","","498.0","","498.0","","498.0","","498.0","","498.0","","498.0","","498.0","","498.0",""
"167","Togo","52.0","","71.0","","76.0","","73.0","","69.0","","64.0","","58.0","","52.0","","46.0","","41.0",""
"105","Tonga","28.0","","20.0","","12.0","","9.9","","12.0","","11.0","","14.0","","15.0","","8.6","","12.0",""
"63","Trinidad and Tobago","18.0","","15.0","","19.0","","19.0","","23.0","","21.0","","21.0","","17.0","","18.0","","17.0",""
"91","Tunisia","26.0","","26.0","","28.0","","35.0","","37.0","","34.0","","35.0","","38.0","","38.0","","34.0",""
"59","Turkey","33.0","","33.0","","25.0","","24.0","","22.0","","20.0","","20.0","","18.0","","18.0","","17.0",""
"108","Turkmenistan","112.0","","84.0","","79.0","","66.0","","70.0","","71.0","","58.0","","49.0","","46.0","","43.0",""
"..","Tuvalu","195.0","","138.0","","153.0","","130.0","","204.0","","191.0","","158.0","","209.0","","207.0","","236.0",""
"159","Uganda","276.0","","233.0","","210.0","","207.0","","205.0","","203.0","","202.0","","202.0","","201.0","","201.0",""
"88","Ukraine","114.0","","127.0","","110.0","","105.0","","101.0","","96.0","","94.0","","91.0","","87.0","","84.0",""
"35","United Arab Emirates","4.2","","2.6","","1.8","","1.4","","1.0","","1.0","","0.8","","0.8","","0.8","","0.8",""
"15","United Kingdom","12.0","","15.0","","14.0","","15.0","","14.0","","13.0","","11.0","","10.0","","9.9","","8.9",""
"15","United States","6.7","","5.5","","4.2","","3.9","","3.7","","3.3","","3.2","","3.3","","3.1","","3.1",""
"57","Uruguay","22.0","","22.0","","24.0","","28.0","","27.0","","30.0","","29.0","","30.0","","29.0","","31.0",""
"108","Uzbekistan","99.0","","120.0","","97.0","","93.0","","89.0","","86.0","","82.0","","79.0","","76.0","","73.0",""
"141","Vanuatu","110.0","","83.0","","69.0","","67.0","","65.0","","62.0","","63.0","","63.0","","56.0","","51.0",""
"96","Venezuela (Bolivarian Republic of)","33.0","","32.0","","28.0","","27.0","","27.0","","27.0","","26.0","","29.0","","32.0","","42.0",""
"118","Viet Nam","197.0","","176.0","","155.0","","151.0","","147.0","","144.0","","140.0","","137.0","","133.0","","129.0",""
"177","Yemen","116.0","","80.0","","52.0","","50.0","","48.0","","48.0","","48.0","","48.0","","48.0","","48.0",""
"143","Zambia","759.0","","602.0","","495.0","","475.0","","456.0","","437.0","","406.0","","391.0","","376.0","","361.0",""
"150","Zimbabwe","605.0","","588.0","","416.0","","384.0","","355.0","","304.0","","278.0","","242.0","","233.0","","221.0",""
"18","Liechtenstein","..","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
"","Human Development"," ","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Very high human development","32.9","","30.2","","26.8","","26.1","","24.9","","23.7","","22.8","","21.7","","21.2","","20.1",""
" ","High human development","144.0","","138.5","","127.5","","126.3","","124.4","","121.3","","119.4","","116.9","","112.9","","111.3",""
" ","Medium human development","279.1","","274.2","","247.7","","242.5","","236.5","","231.1","","226.0","","220.5","","215.1","","209.3",""
" ","Low human development","276.9","","255.4","","230.6","","224.6","","220.1","","214.0","","210.2","","205.5","","201.2","","197.2",""
" ","Developing Countries","203.8","","198.3","","181.5","","178.6","","175.1","","171.1","","168.0","","164.3","","160.1","","156.9",""
"","Regions"," ","","..","","..","","..","","..","","..","","..","","..","","..","","..",""
" ","Arab States","67.6","","60.5","","56.0","","54.4","","53.7","","52.0","","51.2","","50.9","","49.6","","48.0",""
" ","East Asia and the Pacific","184.7","","169.5","","155.2","","154.2","","152.6","","149.9","","148.3","","146.4","","144.8","","143.6",""
" ","Europe and Central Asia","93.3","","94.0","","76.1","","73.2","","68.2","","64.4","","60.9","","57.2","","54.4","","52.1",""
" ","Latin America and the Caribbean","53.9","","48.4","","42.7","","43.1","","42.4","","42.0","","41.2","","40.9","","41.2","","42.3",""
" ","South Asia","263.2","","256.0","","233.4","","229.1","","224.1","","219.7","","215.5","","211.3","","206.7","","201.6",""
" ","Sub-Saharan Africa","343.8","","356.7","","321.2","","309.8","","300.1","","288.3","","279.8","","268.1","","252.9","","243.9",""
" ","Least Developed Countries","298.7","","280.0","","255.9","","249.4","","244.4","","237.9","","232.8","","227.4","","222.2","","217.4",""
" ","Small Island Developing States","129.6","","138.2","","131.8","","131.5","","132.0","","131.8","","130.7","","130.6","","130.2","","128.1",""
" ","Organization for Economic Co-operation and Development","18.7","","17.4","","15.4","","15.3","","14.6","","13.9","","13.5","","12.9","","12.9","","12.3",""
" ","World","170.6","","167.0","","153.8","","151.5","","148.6","","145.3","","142.8","","139.7","","136.3","","133.6",""
""